MTCD_number,group,D2D_first_request_RAO,D2D_initate_request_RAO,nRequest_D2D,RA_first_RAO,RA_initate_RAO,RA_success_RAO,nTransmit_RA,Preamble_number,Power_level,MTCD_status,D2D_request_allocation_index 
16320,50,461,465,2,478,478,478,1,50,2,Success,9
16321,8,536,601,11,545,612,612,4,8,0,Success,12
16322,1,380,384,2,393,393,393,1,1,0,Success,1
16323,34,388,392,2,407,407,407,1,34,1,Success,4
16324,19,310,314,2,323,323,323,1,19,2,Success,11
16325,4,172,176,2,184,184,184,1,4,0,Success,0
16326,28,269,273,2,284,284,284,1,28,0,Success,3
16327,5,317,321,2,330,330,330,1,5,1,Success,6
16328,22,761,761,1,768,768,768,1,22,0,Success,0
16329,20,362,377,2,375,385,385,2,20,1,Success,5
16330,50,409,424,2,422,438,438,2,50,0,Success,1
16331,13,524,528,2,537,537,537,1,13,0,Success,1
16332,16,423,682,13,506,690,690,4,16,0,Success,2
16333,16,189,193,2,200,200,200,1,16,2,Success,8
16334,16,461,474,3,472,486,486,2,16,1,Success,18
16335,50,263,267,2,277,277,277,1,50,1,Success,6
16336,40,197,201,2,212,212,212,1,40,0,Success,3
16337,28,481,481,1,492,492,492,1,28,2,Success,11
16338,18,412,416,2,425,425,425,1,18,0,Success,1
16339,19,488,488,1,498,498,498,1,19,0,Success,2
16340,24,351,368,3,366,376,376,2,24,0,Success,0
16341,46,55,59,2,70,70,70,1,46,0,Success,1
16342,49,187,187,1,198,198,198,1,49,1,Success,5
16343,30,656,656,1,671,671,671,1,30,0,Success,0
16344,45,400,400,1,414,414,414,1,45,0,Success,1
16345,21,699,699,1,706,706,706,1,21,0,Success,2
16346,24,223,227,2,238,238,238,1,24,1,Success,18
16347,25,560,560,1,568,568,568,1,25,0,Success,0
16348,3,377,377,1,387,387,387,1,3,2,Success,11
16349,28,472,472,1,486,486,486,1,28,0,Success,1
16350,12,586,586,1,594,594,594,1,12,1,Success,6
16351,11,578,578,1,584,584,584,1,11,2,Success,8
16352,39,588,592,2,604,604,604,1,39,0,Success,3
16353,46,216,216,1,230,230,230,1,46,0,Success,1
16354,28,535,539,2,549,549,549,1,28,2,Success,10
16355,44,680,680,1,694,694,694,1,44,0,Success,1
16356,28,733,737,2,750,750,750,1,28,0,Success,1
16357,34,505,505,1,518,518,518,1,34,1,Success,5
16358,6,400,400,1,410,410,410,1,6,0,Success,2
16359,1,434,434,1,445,445,445,1,1,0,Success,13
16360,47,608,608,1,623,623,623,1,47,0,Success,0
16361,31,334,352,4,346,366,366,2,31,0,Success,1
16362,34,293,297,2,309,309,309,1,34,1,Success,6
16363,27,792,792,1,806,806,806,1,27,0,Success,1
16364,50,536,536,1,551,551,551,1,50,0,Success,0
16365,7,557,561,2,569,569,569,1,7,1,Success,5
16366,46,144,144,1,158,158,158,1,46,0,Success,1
16367,26,128,128,1,142,142,142,1,26,0,Success,1
16368,38,766,770,2,780,780,780,1,38,0,Success,3
16369,44,458,458,1,469,469,469,1,44,2,Success,10
16370,47,464,560,10,479,573,573,7,47,0,Success,2
16371,12,321,321,1,329,329,329,1,12,1,Success,5
16372,36,560,560,1,575,575,575,1,36,0,Success,0
16373,45,487,515,8,522,522,522,1,45,0,Success,13
16374,5,475,727,13,539,764,764,4,53,0,share_Success,-1
16375,1,281,281,1,289,289,289,1,1,0,Success,1
16376,12,331,361,4,343,370,370,3,12,2,Success,10
16377,43,155,155,1,162,162,162,1,43,0,Success,5
16378,30,634,634,1,647,647,647,1,30,2,Success,8
16379,9,485,489,2,499,499,499,1,9,0,Success,3
16380,13,381,385,2,393,393,393,1,13,1,Success,5
16381,22,312,312,1,320,320,320,1,22,0,Success,0
16382,7,230,234,2,242,242,242,1,7,1,Success,6
16383,44,332,336,2,351,351,351,1,44,1,Success,4
16384,32,510,514,2,527,527,527,1,32,1,Success,4
16385,39,670,674,2,684,684,684,1,39,0,Success,3
16386,31,642,642,1,655,655,655,1,31,2,Success,8
16387,48,600,600,1,615,615,615,1,48,0,Success,0
16388,32,393,393,1,405,405,405,1,32,0,Success,2
16389,19,456,456,1,464,464,464,1,19,1,Success,4
16390,36,460,464,2,478,478,478,1,36,0,Success,1
16391,14,575,579,2,586,586,586,1,14,2,Success,10
16392,25,555,555,1,565,565,565,1,25,1,Success,17
16393,37,543,561,4,555,574,574,2,37,1,Success,5
16394,35,513,530,3,524,539,539,2,35,0,Success,12
16395,50,144,144,1,158,158,158,1,50,0,Success,1
16396,27,296,296,1,311,311,311,1,27,0,Success,0
16397,17,447,451,2,463,463,463,1,17,2,Success,23
16398,2,777,777,1,786,786,786,1,2,0,Success,2
16399,11,667,667,1,674,674,674,1,11,2,Success,10
16400,15,392,473,11,402,482,482,5,15,2,Success,10
16401,34,523,530,2,528,543,543,2,34,2,Success,8
16402,22,335,339,2,349,349,349,1,22,2,Success,21
16403,20,504,504,1,513,513,513,1,20,0,Success,1
16404,50,300,304,2,319,319,319,1,50,0,Success,0
16405,5,353,353,1,360,360,360,1,5,1,Success,4
16406,25,556,560,2,569,569,569,1,25,0,Success,1
16407,38,720,720,1,735,735,735,1,38,0,Success,0
16408,1,295,299,2,307,307,307,1,1,2,Success,11
16409,37,283,296,3,290,311,311,2,37,0,Success,0
16410,23,495,514,4,508,521,521,2,23,2,Success,9
16411,8,562,592,4,575,602,602,3,8,0,Success,2
16412,39,366,411,8,378,416,416,3,39,2,Success,23
16413,46,545,545,1,559,559,559,1,46,2,Success,8
16414,11,208,208,1,218,218,218,1,11,0,Success,2
16415,48,95,99,2,110,110,110,1,48,0,Success,1
16416,44,621,625,2,638,638,638,1,44,0,Success,1
16417,14,355,368,2,366,377,377,2,14,0,Success,1
16418,12,301,305,2,312,312,312,1,12,1,Success,4
16419,45,302,306,2,315,315,315,1,45,0,Success,12
16420,8,512,512,1,523,523,523,1,8,0,Success,3
16421,24,278,299,4,293,306,306,2,24,2,Success,10
16422,32,430,434,2,447,447,447,1,32,2,Success,8
16423,31,406,410,2,419,419,419,1,31,1,Success,16
16424,49,565,587,4,581,592,592,2,49,1,Success,19
16425,37,556,560,2,574,574,574,1,37,0,Success,1
16426,31,477,481,2,493,493,493,1,31,1,Success,6
16427,29,499,514,3,508,520,520,2,29,0,Success,15
16428,12,123,123,1,131,131,131,1,12,0,Success,3
16429,12,655,659,2,664,664,664,1,12,2,Success,8
16430,48,371,371,1,377,377,377,1,48,1,Success,18
16431,12,838,842,2,848,848,848,1,12,0,Success,0
16432,14,253,257,2,267,267,267,1,14,0,Success,3
16433,23,287,304,3,302,312,312,2,23,0,Success,0
16434,21,274,274,1,283,283,283,1,21,2,Success,11
16435,49,385,385,1,399,399,399,1,49,2,Success,8
16436,31,142,146,2,155,155,155,1,31,0,Success,4
16437,15,600,600,1,608,608,608,1,15,1,Success,4
16438,19,630,634,2,641,641,641,1,19,1,Success,5
16439,12,318,338,4,332,350,350,2,12,0,Success,14
16440,50,586,586,1,595,595,595,1,50,0,Success,12
16441,31,145,163,3,157,172,172,2,31,1,Success,7
16442,6,716,720,2,728,728,728,1,6,0,Success,0
16443,3,106,106,1,114,114,114,1,3,0,Success,2
16444,49,129,129,1,143,143,143,1,49,0,Success,0
16445,34,193,210,3,204,220,220,2,34,1,Success,7
16446,6,481,481,1,489,489,489,1,6,1,Success,5
16447,19,373,377,2,387,387,387,1,19,1,Success,7
16448,29,74,74,1,85,85,85,1,29,0,Success,2
16449,13,522,522,1,531,531,531,1,13,2,Success,11
16450,25,439,443,2,449,449,449,1,25,2,Success,9
16451,24,415,434,4,428,446,446,2,24,0,Success,14
16452,22,227,227,1,235,235,235,1,22,1,Success,7
16453,27,394,402,3,410,410,410,1,27,2,Success,21
16454,36,69,73,2,87,87,87,1,36,0,Success,0
16455,14,490,490,1,500,500,500,1,14,1,Success,16
16456,34,724,728,2,743,743,743,1,34,0,Success,0
16457,24,389,393,2,402,402,402,1,24,1,Success,6
16458,31,235,248,3,242,261,261,2,31,0,Success,2
16459,40,546,546,1,553,553,553,1,40,1,Success,18
16460,12,440,456,3,450,466,466,2,12,0,Success,2
16461,14,460,480,4,474,490,490,2,14,0,Success,2
16462,16,207,211,2,219,219,219,1,16,1,Success,7
16463,11,241,241,1,250,250,250,1,11,0,Success,2
16464,40,642,642,1,654,654,654,1,40,2,Success,9
16465,2,337,353,3,347,361,361,2,2,1,Success,5
16466,21,156,160,2,168,168,168,1,21,0,Success,0
16467,14,379,379,1,388,388,388,1,14,2,Success,20
16468,33,625,625,1,637,637,637,1,33,0,Success,2
16469,5,167,171,2,176,176,176,1,5,2,Success,8
16470,14,147,147,1,154,154,154,1,14,1,Success,6
16471,19,236,240,2,249,249,249,1,19,0,Success,1
16472,34,453,457,2,468,468,468,1,34,2,Success,11
16473,15,73,73,1,80,80,80,1,15,0,Success,0
16474,45,422,426,2,434,434,434,1,45,2,Success,21
16475,5,369,602,14,379,613,613,7,5,0,Success,13
16476,39,470,474,2,483,483,483,1,39,0,Success,12
16477,5,631,635,2,647,647,647,1,5,1,Success,19
16478,39,355,376,4,361,389,389,3,39,0,Success,2
16479,21,499,512,2,510,521,521,2,21,0,Success,1
16480,38,637,659,4,653,664,664,2,38,0,Success,15
16481,38,53,57,2,71,71,71,1,38,0,Success,0
16482,36,498,498,1,506,506,506,1,36,0,Success,13
16483,7,691,691,1,698,698,698,1,7,2,Success,10
16484,47,592,592,1,605,605,605,1,47,0,Success,2
16485,33,421,425,2,436,436,436,1,33,2,Success,11
16486,12,446,710,15,460,770,-1,11,54,1,Broken,17
16487,21,79,83,2,88,88,88,1,21,0,Success,0
16488,3,366,378,3,376,389,389,2,3,2,Success,21
16489,38,535,553,4,547,567,567,2,38,1,Success,4
16490,29,509,513,2,524,524,524,1,29,1,Success,7
16491,15,361,376,3,370,387,387,2,15,0,Success,3
16492,5,579,603,7,613,613,613,1,5,2,Success,21
16493,47,620,624,2,638,638,638,1,47,0,Success,1
16494,6,517,521,2,529,529,529,1,6,1,Success,5
16495,26,665,665,1,676,676,676,1,26,0,Success,3
16496,13,308,312,2,321,321,321,1,13,0,Success,1
16497,1,134,138,2,145,145,145,1,1,1,Success,5
16498,30,709,713,2,726,726,726,1,30,0,Success,1
16499,31,483,483,1,491,491,491,1,31,2,Success,20
16500,12,749,753,2,760,760,760,1,12,0,Success,0
16501,40,437,456,3,454,471,471,2,40,1,Success,4
16502,22,275,275,1,282,282,282,1,22,2,Success,10
16503,4,169,169,1,177,177,177,1,4,0,Success,1
16504,39,237,241,2,252,252,252,1,39,1,Success,7
16505,11,431,616,14,495,625,625,5,11,0,Success,1
16506,8,350,369,3,367,380,380,2,8,0,Success,12
16507,19,141,145,2,152,152,152,1,19,0,Success,0
16508,4,628,632,2,640,640,640,1,4,1,Success,4
16509,48,770,770,1,781,781,781,1,48,0,Success,2
16510,40,592,592,1,604,604,604,1,40,0,Success,3
16511,22,477,481,2,488,488,488,1,22,2,Success,8
16512,37,255,259,2,264,264,264,1,37,1,Success,19
16513,39,319,330,3,328,343,343,2,39,1,Success,4
16514,45,609,609,1,623,623,623,1,45,2,Success,8
16515,18,227,227,1,238,238,238,1,18,0,Success,14
16516,29,290,290,1,298,298,298,1,29,0,Success,13
16517,7,132,136,2,145,145,145,1,7,1,Success,5
16518,49,396,440,8,413,453,453,3,49,0,Success,2
16519,21,738,738,1,747,747,747,1,21,0,Success,3
16520,37,278,282,2,295,295,295,1,37,2,Success,8
16521,11,410,410,1,422,422,422,1,11,1,Success,18
16522,31,635,635,1,643,643,643,1,31,1,Success,16
16523,23,588,592,2,601,601,601,1,23,0,Success,1
16524,26,335,339,2,344,344,344,1,26,1,Success,19
16525,40,334,338,2,351,351,351,1,40,2,Success,8
16526,11,423,570,15,483,582,582,6,11,1,Success,18
16527,24,364,368,2,377,377,377,1,24,0,Success,1
16528,1,221,225,2,235,235,235,1,1,0,Success,3
16529,18,333,337,2,344,344,344,1,18,1,Success,4
16530,3,284,288,2,297,297,297,1,3,0,Success,1
16531,17,273,273,1,282,282,282,1,17,2,Success,10
16532,5,245,249,2,256,256,256,1,5,1,Success,4
16533,5,189,193,2,200,200,200,1,5,0,Success,0
16534,34,144,144,1,159,159,159,1,34,0,Success,0
16535,19,291,291,1,299,299,299,1,19,2,Success,11
16536,26,270,274,2,283,283,283,1,26,0,Success,12
16537,48,665,665,1,675,675,675,1,48,0,Success,4
16538,11,593,593,1,601,601,601,1,11,1,Success,5
16539,24,314,314,1,321,321,321,1,24,2,Success,9
16540,3,215,219,2,230,230,230,1,3,0,Success,14
16541,1,557,561,2,570,570,570,1,1,1,Success,6
16542,20,277,281,2,288,288,288,1,20,2,Success,8
16543,43,561,561,1,573,573,573,1,43,1,Success,6
16544,23,533,537,2,545,545,545,1,23,1,Success,5
16545,39,410,410,1,417,417,417,1,39,0,Success,14
16546,1,463,467,2,478,478,478,1,1,2,Success,22
16547,22,626,626,1,632,632,632,1,22,1,Success,4
16548,42,412,544,13,429,557,557,5,42,0,Success,2
16549,45,207,211,2,223,223,223,1,45,2,Success,8
16550,23,564,568,2,576,576,576,1,23,1,Success,4
16551,28,426,426,1,434,434,434,1,28,1,Success,17
16552,25,470,474,2,483,483,483,1,25,2,Success,11
16553,40,406,410,2,417,417,417,1,40,1,Success,18
16554,27,510,514,2,526,526,526,1,27,1,Success,5
16555,1,380,384,2,394,394,394,1,1,0,Success,2
16556,38,273,273,1,285,285,285,1,38,0,Success,2
16557,22,139,139,1,147,147,147,1,22,0,Success,3
16558,11,520,537,3,531,547,547,2,11,2,Success,11
16559,47,384,384,1,398,398,398,1,47,0,Success,1
16560,11,290,290,1,300,300,300,1,11,0,Success,12
16561,41,150,154,2,166,166,166,1,41,1,Success,5
16562,50,458,458,1,470,470,470,1,50,1,Success,5
16563,48,408,408,1,421,421,421,1,48,0,Success,2
16564,38,575,579,2,586,586,586,1,38,1,Success,17
16565,21,806,810,2,816,816,816,1,21,0,Success,0
16566,6,45,49,2,57,57,57,1,6,0,Success,1
16567,48,436,440,2,453,453,453,1,48,0,Success,2
16568,11,373,377,2,386,386,386,1,11,1,Success,6
16569,35,353,353,1,367,367,367,1,35,2,Success,8
16570,50,405,443,8,421,449,449,2,50,0,Success,14
16571,35,463,467,2,472,472,472,1,35,0,Success,15
16572,34,277,281,2,292,292,292,1,34,0,Success,3
16573,15,735,739,2,748,748,748,1,15,0,Success,4
16574,44,476,496,3,494,508,508,2,44,0,Success,3
16575,25,298,298,1,304,304,304,1,25,2,Success,8
16576,29,319,331,4,339,339,339,1,29,1,Success,16
16577,8,362,378,3,372,389,389,2,8,0,Success,13
16578,34,521,521,1,534,534,534,1,34,1,Success,5
16579,17,761,761,1,769,769,769,1,17,0,Success,1
16580,45,227,227,1,235,235,235,1,45,0,Success,12
16581,19,261,265,2,273,273,273,1,19,0,Success,1
16582,6,356,360,2,370,370,370,1,6,0,Success,2
16583,32,350,354,2,360,360,360,1,32,0,Success,15
16584,10,539,555,3,549,562,562,2,10,2,Success,10
16585,30,357,361,2,372,372,372,1,30,1,Success,7
16586,23,341,345,2,355,355,355,1,23,0,Success,3
16587,9,557,561,2,570,570,570,1,9,0,Success,2
16588,24,149,153,2,160,160,160,1,24,0,Success,0
16589,14,392,392,1,401,401,401,1,14,0,Success,1
16590,32,260,264,2,278,278,278,1,32,0,Success,1
16591,36,421,425,2,434,434,434,1,36,0,Success,13
16592,23,386,386,1,398,398,398,1,23,0,Success,14
16593,38,834,834,1,847,847,847,1,38,0,Success,0
16594,26,671,675,2,686,686,686,1,26,2,Success,9
16595,30,649,649,1,661,661,661,1,30,0,Success,2
16596,8,517,538,4,532,549,549,2,8,2,Success,21
16597,28,665,665,1,677,677,677,1,28,0,Success,2
16598,29,341,345,2,356,356,356,1,29,1,Success,7
16599,14,398,418,4,412,428,428,2,14,1,Success,16
16600,33,398,402,2,409,409,409,1,33,0,Success,14
16601,42,124,128,2,142,142,142,1,42,0,Success,1
16602,23,266,266,1,275,275,275,1,23,2,Success,11
16603,36,460,464,2,477,477,477,1,36,0,Success,2
16604,1,430,448,3,446,456,456,2,1,0,Success,0
16605,15,529,576,6,540,584,584,4,15,1,Success,4
16606,2,595,595,1,600,600,600,1,2,2,Success,8
16607,48,652,656,2,670,670,670,1,48,0,Success,1
16608,33,551,568,4,562,583,583,2,33,0,Success,0
16609,12,537,537,1,544,544,544,1,12,2,Success,8
16610,7,289,289,1,296,296,296,1,7,2,Success,8
16611,3,428,700,13,441,733,733,5,54,0,share_Success,1
16612,43,336,336,1,349,349,349,1,43,0,Success,2
16613,14,231,235,2,245,245,245,1,14,2,Success,21
16614,6,645,649,2,656,656,656,1,6,2,Success,8
16615,40,608,608,1,622,622,622,1,40,0,Success,1
16616,29,602,602,1,615,615,615,1,29,2,Success,8
16617,34,554,554,1,566,566,566,1,34,2,Success,9
16618,41,353,353,1,367,367,367,1,41,2,Success,8
16619,23,438,442,2,451,451,451,1,23,2,Success,11
16620,45,777,777,1,787,787,787,1,45,0,Success,4
16621,14,360,360,1,369,369,369,1,14,0,Success,1
16622,36,516,520,2,535,535,535,1,36,0,Success,0
16623,39,547,555,3,561,561,561,1,39,2,Success,22
16624,40,447,451,2,456,456,456,1,40,2,Success,23
16625,37,609,609,1,623,623,623,1,37,1,Success,4
16626,49,387,387,1,393,393,393,1,49,1,Success,18
16627,24,156,160,2,168,168,168,1,24,0,Success,0
16628,4,306,306,1,314,314,314,1,4,2,Success,10
16629,36,667,667,1,676,676,676,1,36,0,Success,3
16630,8,173,177,2,187,187,187,1,8,1,Success,7
16631,43,252,256,2,269,269,269,1,43,0,Success,2
16632,7,197,201,2,210,210,210,1,7,0,Success,2
16633,21,710,714,2,723,723,723,1,21,1,Success,7
16634,27,240,240,1,253,253,253,1,27,0,Success,2
16635,31,149,153,2,165,165,165,1,31,0,Success,2
16636,17,695,699,2,709,709,709,1,17,0,Success,5
16637,7,456,473,3,467,483,483,2,7,1,Success,7
16638,38,383,387,2,393,393,393,1,38,1,Success,18
16639,6,216,216,1,225,225,225,1,6,0,Success,1
16640,32,734,738,2,750,750,750,1,32,0,Success,1
16641,10,233,233,1,243,243,243,1,10,0,Success,3
16642,35,448,467,3,461,475,475,2,35,1,Success,16
16643,21,519,537,3,535,546,546,2,21,1,Success,6
16644,12,530,530,1,540,540,540,1,12,1,Success,16
16645,25,296,296,1,305,305,305,1,25,0,Success,1
16646,9,537,537,1,547,547,547,1,9,1,Success,7
16647,30,715,715,1,723,723,723,1,30,0,Success,4
16648,24,233,233,1,243,243,243,1,24,0,Success,3
16649,44,206,210,2,223,223,223,1,44,2,Success,8
16650,2,444,474,5,459,486,486,3,2,1,Success,18
16651,25,477,481,2,491,491,491,1,25,1,Success,7
16652,46,501,521,3,519,534,534,2,46,2,Success,9
16653,50,194,194,1,205,205,205,1,50,0,Success,2
16654,13,514,547,5,525,557,557,3,13,2,Success,21
16655,36,705,705,1,719,719,719,1,36,0,Success,0
16656,41,422,472,8,435,485,485,4,41,0,Success,2
16657,46,242,242,1,254,254,254,1,46,2,Success,9
16658,43,491,563,11,561,574,574,2,43,2,Success,9
16659,32,561,561,1,572,572,572,1,32,1,Success,7
16660,24,394,394,1,403,403,403,1,24,2,Success,11
16661,29,407,427,6,434,434,434,1,29,1,Success,17
16662,14,88,88,1,96,96,96,1,14,0,Success,0
16663,15,431,633,14,525,643,643,5,15,0,Success,3
16664,39,202,202,1,215,215,215,1,39,1,Success,4
16665,28,116,120,2,135,135,135,1,28,0,Success,0
16666,22,569,569,1,578,578,578,1,22,2,Success,10
16667,30,697,697,1,710,710,710,1,30,0,Success,1
16668,34,638,642,2,655,655,655,1,34,1,Success,4
16669,42,421,569,12,432,581,581,7,42,1,Success,6
16670,10,593,593,1,601,601,601,1,10,2,Success,9
16671,19,175,179,2,188,188,188,1,19,0,Success,12
16672,16,595,608,2,606,616,616,2,16,0,Success,0
16673,41,257,257,1,271,271,271,1,41,1,Success,4
16674,42,316,320,2,332,332,332,1,42,0,Success,3
16675,45,626,626,1,639,639,639,1,45,1,Success,4
16676,17,411,576,13,498,586,586,4,17,0,Success,2
16677,43,264,264,1,279,279,279,1,43,0,Success,0
16678,19,198,202,2,209,209,209,1,19,2,Success,9
16679,30,342,346,2,353,353,353,1,30,0,Success,14
16680,14,778,778,1,785,785,785,1,14,0,Success,1
16681,7,601,601,1,609,609,609,1,7,2,Success,9
16682,40,769,769,1,782,782,782,1,40,0,Success,1
16683,31,75,75,1,86,86,86,1,31,0,Success,1
16684,36,319,330,3,328,337,337,2,36,0,Success,14
16685,13,301,305,2,315,315,315,1,13,0,Success,3
16686,21,394,403,2,401,412,412,2,21,2,Success,20
16687,46,433,433,1,445,445,445,1,46,1,Success,6
16688,27,265,265,1,276,276,276,1,27,0,Success,3
16689,17,401,433,5,411,444,444,3,17,0,Success,12
16690,40,327,360,7,345,375,375,3,40,0,Success,0
16691,36,717,721,2,732,732,732,1,36,0,Success,3
16692,40,508,512,2,524,524,524,1,40,0,Success,3
16693,19,420,424,2,434,434,434,1,19,0,Success,2
16694,50,554,554,1,566,566,566,1,50,2,Success,9
16695,27,787,787,1,797,797,797,1,27,0,Success,2
16696,39,310,322,3,320,332,332,2,39,2,Success,11
16697,4,225,225,1,234,234,234,1,4,1,Success,6
16698,1,573,577,2,584,584,584,1,1,1,Success,4
16699,22,332,336,2,345,345,345,1,22,0,Success,1
16700,11,329,329,1,336,336,336,1,11,1,Success,4
16701,31,627,627,1,638,638,638,1,31,2,Success,9
16702,8,232,232,1,240,240,240,1,8,0,Success,0
16703,6,427,442,3,436,448,448,2,6,2,Success,8
16704,50,304,304,1,318,318,318,1,50,0,Success,1
16705,37,313,313,1,327,327,327,1,37,2,Success,8
16706,8,345,387,10,353,398,398,2,8,2,Success,22
16707,18,427,427,1,439,439,439,1,18,0,Success,15
16708,50,348,352,2,365,365,365,1,50,0,Success,2
16709,19,168,168,1,178,178,178,1,19,0,Success,2
16710,8,795,795,1,801,801,801,1,8,0,Success,1
16711,43,338,338,1,347,347,347,1,43,1,Success,16
16712,4,489,489,1,503,503,503,1,4,1,Success,19
16713,2,267,267,1,277,277,277,1,2,0,Success,13
16714,40,853,857,2,871,871,871,1,40,0,Success,0
16715,30,659,659,1,670,670,670,1,30,2,Success,9
16716,12,472,489,3,483,498,498,2,12,2,Success,10
16717,36,707,707,1,716,716,716,1,36,0,Success,3
16718,50,105,105,1,118,118,118,1,50,0,Success,1
16719,9,475,475,1,481,481,481,1,9,2,Success,9
16720,43,461,465,2,472,472,472,1,43,0,Success,15
16721,30,224,224,1,238,238,238,1,30,0,Success,1
16722,28,416,416,1,428,428,428,1,28,0,Success,3
16723,23,514,514,1,522,522,522,1,23,2,Success,10
16724,28,709,713,2,727,727,727,1,28,0,Success,0
16725,48,310,314,2,325,325,325,1,48,1,Success,6
16726,18,501,505,2,515,515,515,1,18,1,Success,7
16727,15,516,520,2,528,528,528,1,15,1,Success,4
16728,46,395,395,1,401,401,401,1,46,1,Success,18
16729,47,86,90,2,102,102,102,1,47,0,Success,1
16730,41,250,250,1,263,263,263,1,41,2,Success,8
16731,8,406,426,4,420,439,439,2,8,1,Success,19
16732,35,551,555,2,567,567,567,1,35,2,Success,8
16733,12,378,378,1,390,390,390,1,12,0,Success,14
16734,23,352,352,1,362,362,362,1,23,0,Success,2
16735,25,638,642,2,651,651,651,1,25,0,Success,3
16736,40,308,312,2,326,326,326,1,40,0,Success,1
16737,27,580,584,2,597,597,597,1,27,0,Success,2
16738,8,689,689,1,697,697,697,1,8,0,Success,1
16739,24,339,369,4,349,377,377,3,24,1,Success,5
16740,45,458,458,1,466,466,466,1,45,1,Success,17
16741,17,352,352,1,362,362,362,1,17,0,Success,2
16742,40,229,233,2,244,244,244,1,40,0,Success,3
16743,38,653,657,2,669,669,669,1,38,2,Success,10
16744,43,408,408,1,420,420,420,1,43,0,Success,3
16745,31,389,432,8,405,446,446,3,31,0,Success,1
16746,3,300,304,2,312,312,312,1,3,0,Success,0
16747,43,470,482,4,489,489,489,1,43,1,Success,18
16748,45,624,624,1,639,639,639,1,45,0,Success,0
16749,30,470,474,2,483,483,483,1,30,2,Success,20
16750,41,291,291,1,297,297,297,1,41,1,Success,18
16751,33,724,728,2,743,743,743,1,33,0,Success,0
16752,20,493,497,2,506,506,506,1,20,1,Success,6
16753,45,413,432,3,430,447,447,2,45,1,Success,4
16754,22,430,434,2,446,446,446,1,22,0,Success,14
16755,3,282,282,1,291,291,291,1,3,1,Success,7
16756,6,557,561,2,568,568,568,1,6,2,Success,8
16757,35,421,425,2,433,433,433,1,35,0,Success,14
16758,3,652,656,2,664,664,664,1,3,0,Success,0
16759,33,390,394,2,403,403,403,1,33,2,Success,20
16760,18,412,416,2,426,426,426,1,18,0,Success,2
16761,19,332,336,2,346,346,346,1,19,0,Success,2
16762,50,280,280,1,293,293,293,1,50,0,Success,2
16763,5,577,592,3,586,603,603,2,5,0,Success,3
16764,27,266,266,1,279,279,279,1,27,2,Success,8
16765,22,344,344,1,354,354,354,1,22,0,Success,2
16766,25,253,274,4,268,280,280,2,25,2,Success,8
16767,16,285,289,2,299,299,299,1,16,0,Success,3
16768,47,606,610,2,620,620,620,1,47,1,Success,7
16769,48,781,785,2,799,799,799,1,48,0,Success,0
16770,47,418,426,2,424,435,435,2,47,1,Success,16
16771,45,225,225,1,237,237,237,1,45,0,Success,2
16772,21,710,714,2,720,720,720,1,21,2,Success,8
16773,45,785,785,1,797,797,797,1,45,0,Success,2
16774,20,206,210,2,216,216,216,1,20,1,Success,4
16775,5,486,680,12,500,689,689,4,5,0,Success,1
16776,38,634,634,1,647,647,647,1,38,2,Success,8
16777,17,491,570,11,501,579,579,3,17,1,Success,7
16778,29,509,513,2,527,527,527,1,29,2,Success,8
16779,32,477,481,2,492,492,492,1,32,1,Success,7
16780,13,607,611,2,617,617,617,1,13,2,Success,9
16781,1,222,226,2,232,232,232,1,1,1,Success,4
16782,46,535,553,4,547,561,561,2,46,0,Success,14
16783,11,728,728,1,739,739,739,1,11,0,Success,3
16784,33,370,370,1,377,377,377,1,33,0,Success,14
16785,12,539,547,3,559,559,559,1,12,1,Success,19
16786,4,87,91,2,97,97,97,1,4,0,Success,1
16787,20,761,761,1,769,769,769,1,20,0,Success,1
16788,1,255,259,2,271,271,271,1,1,0,Success,15
16789,27,313,313,1,324,324,324,1,27,0,Success,3
16790,37,356,360,2,373,373,373,1,37,0,Success,2
16791,24,514,514,1,523,523,523,1,24,2,Success,11
16792,40,309,329,4,323,340,340,2,40,1,Success,7
16793,43,479,576,11,574,591,591,2,43,0,Success,0
16794,20,419,419,1,426,426,426,1,20,2,Success,10
16795,46,616,616,1,630,630,630,1,46,0,Success,1
16796,22,280,280,1,289,289,289,1,22,0,Success,1
16797,22,285,289,2,299,299,299,1,22,0,Success,3
16798,1,201,201,1,211,211,211,1,1,0,Success,3
16799,12,338,353,2,351,362,362,2,12,1,Success,6
16800,40,762,762,1,774,774,774,1,40,0,Success,1
16801,34,864,864,1,879,879,879,1,34,0,Success,0
16802,3,598,602,2,609,609,609,1,3,2,Success,9
16803,4,664,664,1,673,673,673,1,4,0,Success,1
16804,42,553,553,1,565,565,565,1,42,1,Success,6
16805,38,288,288,1,302,302,302,1,38,0,Success,1
16806,28,275,288,3,282,302,302,2,28,0,Success,1
16807,20,615,619,2,625,625,625,1,20,1,Success,5
16808,32,284,288,2,302,302,302,1,32,0,Success,1
16809,30,610,610,1,623,623,623,1,30,1,Success,4
16810,16,399,491,12,450,502,502,3,16,2,Success,22
16811,43,458,488,5,467,501,501,3,43,0,Success,2
16812,1,628,632,2,641,641,641,1,1,0,Success,1
16813,21,591,595,2,603,603,603,1,21,2,Success,11
16814,2,622,626,2,634,634,634,1,2,2,Success,10
